filename,xmin,ymin,xmax,ymax,color
00517.jpg,1702.4,1052.9,1728.8,1106.6,green
00517.jpg,1476.4,1108.1,1486.7,1127.3,red
00517.jpg,1473.1,1066.6,1485.3,1100.7,red
00517.jpg,1281.1,1003.3,1291.8,1036.3,red
00518.jpg,849.6,1118.1,862.7,1147.4,red
00518.jpg,846.2,1075.6,862.3,1118.8,red
00518.jpg,1702.4,1052.9,1728.8,1106.6,green
00518.jpg,1476.4,1108.1,1486.7,1127.3,red
00518.jpg,1473.1,1066.6,1485.3,1100.7,red
00518.jpg,1281.1,1003.3,1291.8,1036.3,red
00519.jpg,1734.2,1057.7,1772.9,1111.3,red
00519.jpg,1482.7,1072.8,1496.0,1107.8,green
00519.jpg,1486.6,1126.4,1497.2,1140.8,green
00519.jpg,1285.3,1008.5,1296.9,1044.7,green
00519.jpg,838.0,1081.6,855.5,1128.2,green
00519.jpg,840.4,1141.5,853.8,1159.1,green
00520.jpg,1419.0,970.2,1447.9,993.6,green
00520.jpg,1394.0,963.6,1406.3,999.3,green
00520.jpg,1583.1,1051.4,1594.7,1086.5,green
00521.jpg,1603.2,1128.0,1612.5,1135.0,green
00521.jpg,1625.7,1123.0,1635.1,1133.3,green
00521.jpg,1488.4,1085.0,1494.5,1100.7,green
00521.jpg,1462.4,1085.5,1475.9,1098.8,green
00521.jpg,1441.2,1085.3,1447.9,1102.9,green
00521.jpg,1006.6,1140.0,1015.4,1155.1,green
00522.jpg,1441.6,995.9,1452.0,1025.4,red
00523.jpg,2441.0,895.5,2477.1,949.3,red
00523.jpg,1989.1,1029.6,2009.5,1084.8,red
00523.jpg,1436.6,966.4,1450.6,1002.1,red
00523.jpg,469.2,1063.4,488.9,1097.0,green
00524.jpg,2467.8,890.0,2505.3,945.8,red
00524.jpg,2009.9,1023.3,2033.1,1083.3,red
00524.jpg,1441.9,964.0,1454.1,999.8,red
00525.jpg,2248.8,988.0,2281.7,1067.5,red
00525.jpg,280.5,1060.6,306.4,1102.3,green
00525.jpg,314.9,1064.6,340.1,1102.1,red
00525.jpg,1455.3,953.3,1471.2,996.4,green
00526.jpg,1042.6,1149.9,1052.9,1162.5,green
00526.jpg,1405.3,1067.5,1413.2,1088.5,green
00526.jpg,1430.6,1069.6,1447.7,1084.5,green
00526.jpg,1466.2,1069.1,1474.2,1089.8,green
00526.jpg,1499.3,1069.6,1507.0,1089.3,green
00526.jpg,1531.6,1147.6,1542.0,1159.7,green
00527.jpg,1411.3,970.3,1427.4,1015.4,green
00527.jpg,2356.7,1035.9,2388.2,1095.9,green
00527.jpg,2304.0,1038.9,2341.8,1099.9,red
00528.jpg,1372.8,1109.8,1384.0,1118.7,red
00528.jpg,1532.2,1073.9,1540.9,1094.4,red
00528.jpg,1638.7,1117.6,1648.8,1136.4,red
00528.jpg,1640.9,1142.0,1648.8,1151.3,red
00529.jpg,1523.1,1031.5,1533.1,1060.5,red
00529.jpg,1673.4,1094.5,1684.9,1122.0,red
00529.jpg,1676.9,1128.9,1688.2,1149.5,red
00529.jpg,650.0,1102.5,666.3,1131.9,green
00529.jpg,1295.8,1085.4,1309.6,1097.3,red
00531.jpg,1065.4,1102.4,1072.8,1120.9,green
00531.jpg,1065.7,1080.4,1073.6,1099.5,green
00532.jpg,1881.0,1080.1,1891.5,1088.0,green
00532.jpg,1881.7,1104.0,1893.6,1118.9,green
00532.jpg,1507.2,1128.0,1516.9,1144.3,green
00532.jpg,1806.2,1023.7,1814.4,1047.2,green
00532.jpg,1750.3,1024.3,1759.6,1049.2,green
00533.jpg,2046.3,1003.9,2070.7,1047.7,green
00533.jpg,2037.5,900.1,2062.5,962.4,green
00533.jpg,1827.4,794.8,1852.0,857.2,green
00533.jpg,1679.1,803.3,1701.1,862.7,green
00533.jpg,1037.3,1080.7,1054.8,1119.4,green
00533.jpg,1778.0,1062.9,1784.2,1074.6,red
00533.jpg,1793.2,1062.8,1800.2,1073.9,red
00533.jpg,1839.5,1081.3,1848.2,1093.5,red
00533.jpg,1839.7,1098.9,1848.7,1107.0,red
00534.jpg,1559.7,961.2,1573.1,999.5,green
00536.jpg,1273.8,1095.2,1282.1,1103.3,green
00536.jpg,1612.1,985.6,1620.1,1008.2,green
00536.jpg,1638.0,986.1,1647.2,1008.9,green
00537.jpg,1210.9,1084.4,1221.4,1107.9,red
00537.jpg,1850.1,1023.7,1861.5,1046.0,red
00537.jpg,1842.3,975.1,1856.4,1004.9,red
00537.jpg,1805.5,1033.8,1809.0,1042.1,red
00537.jpg,1748.2,1011.5,1755.6,1018.5,red
00537.jpg,1766.0,1009.4,1774.7,1018.1,red
00538.jpg,448.0,1129.4,479.5,1185.6,green
00538.jpg,398.7,1137.0,432.1,1189.0,red
00538.jpg,2000.2,951.7,2025.7,997.8,red
00538.jpg,1979.0,840.4,2009.7,907.6,red
00538.jpg,1658.2,744.2,1688.7,810.8,red
00538.jpg,1577.4,752.8,1605.5,818.8,red
00538.jpg,1715.5,1059.3,1722.3,1065.1,red
00538.jpg,1703.1,1044.8,1711.0,1051.1,red
00538.jpg,1669.6,1030.4,1676.7,1039.2,red
00538.jpg,1650.1,1031.2,1655.9,1040.0,red
00539.jpg,369.4,1129.9,400.3,1187.7,red
00539.jpg,421.5,1127.5,449.9,1184.3,green
00539.jpg,2010.9,953.0,2039.1,999.1,red
00539.jpg,1990.6,835.3,2021.3,904.5,red
00539.jpg,1580.3,747.2,1608.1,813.9,red
00539.jpg,1662.8,736.5,1692.9,807.9,red
00539.jpg,1717.6,1063.5,1722.6,1070.9,green
00539.jpg,1704.0,1047.6,1712.0,1055.9,red
00539.jpg,1671.9,1032.0,1677.7,1038.9,red
00539.jpg,1650.1,1033.9,1656.1,1039.8,red
00540.jpg,369.4,1129.9,400.3,1187.7,red
00540.jpg,2010.9,953.0,2039.1,999.1,red
00540.jpg,1990.6,835.3,2021.3,904.5,red
00540.jpg,1580.3,747.2,1608.1,813.9,red
00540.jpg,1662.8,736.5,1692.9,807.9,red
00540.jpg,1717.6,1063.5,1722.6,1070.9,green
00540.jpg,1671.6,1038.2,1677.4,1045.1,red
00540.jpg,1651.0,1041.4,1657.0,1047.3,green
00540.jpg,1579.6,1076.7,1587.6,1085.7,green
00541.jpg,2485.7,801.8,2571.6,913.9,red
00541.jpg,1555.0,283.7,1614.9,460.8,green
00541.jpg,1747.9,273.9,1816.2,445.1,green
00541.jpg,1515.4,1098.7,1521.2,1106.4,green
00541.jpg,1594.7,1062.6,1600.4,1070.0,green
00541.jpg,1615.9,1061.5,1623.1,1068.7,green
00541.jpg,1650.6,1080.4,1658.0,1086.5,green
00541.jpg,1665.2,1093.3,1670.9,1100.3,green
00542.jpg,1439.6,1069.8,1461.3,1113.9,green
00542.jpg,1380.4,1006.4,1398.9,1056.2,green
00542.jpg,1207.7,918.9,1228.0,971.1,green
00542.jpg,1094.8,923.0,1111.6,973.6,green
00543.jpg,331.8,1096.4,344.8,1118.6,red
00543.jpg,1616.3,1074.2,1628.9,1101.3,red
00543.jpg,1616.8,1045.0,1624.6,1071.8,red
00544.jpg,1670.8,1107.9,1686.1,1132.3,red
00544.jpg,1665.6,1069.3,1681.2,1104.3,red
00544.jpg,1663.0,1032.7,1674.9,1066.5,red
00546.jpg,1665.6,1069.3,1681.2,1104.3,green
00546.jpg,1663.0,1032.7,1674.9,1066.5,green
00546.jpg,2114.1,1060.7,2131.7,1090.0,red
00547.jpg,1408.2,1110.5,1419.4,1135.6,red
00547.jpg,1257.6,972.0,1269.5,1007.8,red
00547.jpg,1134.7,968.8,1147.5,1006.0,red
00548.jpg,1460.2,1094.4,1476.0,1125.9,red
00548.jpg,1265.8,915.7,1281.2,962.8,red
00548.jpg,1108.8,913.2,1123.9,961.1,red
00549.jpg,1064.8,825.6,1088.9,890.7,green
00549.jpg,1281.3,830.5,1303.3,894.3,green
00549.jpg,1546.6,1073.6,1567.6,1118.7,green
00550.jpg,1383.3,1130.6,1392.8,1143.5,red
00550.jpg,1305.2,1100.2,1316.6,1107.3,red
00550.jpg,1287.8,1100.5,1296.0,1107.8,red
00552.jpg,1560.5,1091.9,1573.8,1122.4,green
00552.jpg,1559.5,1039.3,1573.8,1081.7,green
00552.jpg,1354.2,943.0,1369.4,988.4,green
00552.jpg,1297.6,943.0,1312.4,987.4,red
00552.jpg,423.5,1119.2,443.3,1163.0,red
00552.jpg,428.3,1067.5,446.2,1112.6,red
00553.jpg,1209.6,933.7,1226.0,981.4,red
00556.jpg,1383.1,715.8,1409.6,794.0,red
00557.jpg,469.8,1141.1,482.8,1163.8,red
00557.jpg,2274.1,1093.8,2297.8,1132.2,green
00557.jpg,2361.3,936.0,2381.7,982.9,green
00558.jpg,2274.1,1093.8,2297.8,1132.2,green
00558.jpg,2361.3,936.0,2381.7,982.9,green
00559.jpg,2274.1,1093.8,2297.8,1132.2,green
00559.jpg,2361.3,936.0,2381.7,982.9,green
00559.jpg,467.5,1141.5,481.8,1161.7,red
00560.jpg,2274.1,1093.8,2297.8,1132.2,red
00560.jpg,2361.3,936.0,2381.7,982.9,red
00560.jpg,467.5,1141.5,481.8,1161.7,red
00561.jpg,2392.1,1094.4,2417.5,1141.0,red
00561.jpg,2456.7,925.6,2477.1,972.5,red
00561.jpg,410.2,1159.8,424.5,1180.0,green
00562.jpg,18.3,1033.7,60.7,1102.2,red
00562.jpg,1813.0,814.6,1834.6,872.7,green
00562.jpg,1992.3,825.6,2016.6,883.3,green
00562.jpg,2384.5,990.7,2406.9,1048.8,green
00563.jpg,2193.7,1018.8,2219.8,1076.1,green
00563.jpg,2201.4,1088.1,2219.8,1128.2,green
00563.jpg,1392.5,905.5,1408.0,953.8,red
00563.jpg,1551.7,906.5,1568.0,953.4,green
00564.jpg,244.0,1030.9,275.5,1082.1,green
00564.jpg,860.4,1036.4,875.5,1063.7,red
00564.jpg,853.7,1098.9,864.3,1121.2,red
00564.jpg,1904.0,1116.1,1912.1,1137.6,red
00564.jpg,1461.4,1033.4,1471.1,1057.4,red
00564.jpg,1483.4,1039.0,1502.0,1054.9,red
00565.jpg,2588.0,933.2,2610.2,957.6,green
00565.jpg,1949.0,1118.4,1957.6,1139.3,red
00565.jpg,1469.6,1029.9,1477.7,1053.1,red
00565.jpg,1493.8,1036.3,1510.5,1050.4,red
00565.jpg,808.6,1097.9,819.7,1117.2,red
00565.jpg,819.7,1029.2,830.3,1058.2,red
00565.jpg,0.0,1005.8,39.8,1055.6,green
00566.jpg,1978.2,1046.4,1990.4,1078.2,red
00566.jpg,1642.4,1080.8,1651.6,1106.6,green
00566.jpg,1497.8,1022.5,1519.4,1038.4,green
00566.jpg,1474.8,1015.9,1484.5,1041.9,green
00566.jpg,262.6,924.5,296.9,956.2,red
00566.jpg,774.6,1014.3,786.2,1048.0,green
00567.jpg,582.1,955.7,599.3,1003.4,green
00567.jpg,566.9,1055.9,580.2,1083.5,green
00567.jpg,1487.6,973.0,1497.3,1003.9,green
00567.jpg,1517.4,980.5,1541.2,999.8,green
00567.jpg,1695.9,1052.4,1705.8,1082.0,green
00567.jpg,2130.5,1004.2,2147.8,1040.9,red
00567.jpg,2152.1,1080.3,2161.6,1109.3,green
00568.jpg,605.4,847.6,648.9,878.5,green
00568.jpg,553.9,832.7,574.5,878.5,green
00568.jpg,885.0,975.6,901.4,1020.1,green
00568.jpg,1533.1,936.4,1549.5,990.0,red
00568.jpg,1549.5,1044.1,1566.4,1089.1,green
00569.jpg,1206.2,1123.3,1215.5,1131.3,red
00569.jpg,1373.2,1096.9,1377.3,1110.9,red
00569.jpg,1380.4,1100.4,1390.8,1109.6,red
00569.jpg,1394.0,1096.2,1397.8,1111.8,red
00569.jpg,1602.0,1128.9,1611.5,1136.1,red
00570.jpg,995.7,1162.0,1006.9,1173.7,green
00570.jpg,997.4,950.2,1022.6,1034.8,green
00570.jpg,2102.2,1018.1,2126.9,1085.3,green
00571.jpg,1680.6,1137.9,1687.2,1143.5,red
00571.jpg,1547.8,1106.4,1552.6,1123.8,red
00571.jpg,1467.5,1079.9,1480.9,1091.1,red
00571.jpg,1453.9,1077.6,1458.3,1093.9,red
00572.jpg,1848.8,1116.1,1858.3,1130.1,red
00572.jpg,1379.2,1012.9,1406.3,1034.7,red
00572.jpg,1351.0,1010.0,1361.0,1042.3,red
00572.jpg,1541.2,1066.1,1549.4,1096.9,red
00573.jpg,1859.2,1115.1,1871.1,1146.9,red
00573.jpg,1340.3,1002.5,1350.2,1036.0,red
00573.jpg,1370.1,1006.6,1397.3,1030.2,red
00573.jpg,1538.8,1062.4,1547.7,1095.7,red
00574.jpg,2632.0,963.6,2704.0,1058.2,red
00574.jpg,1671.1,907.9,1697.8,979.5,green
00574.jpg,1292.9,789.2,1356.9,834.8,green
00574.jpg,1227.8,782.7,1253.9,857.6,green
00575.jpg,148.1,852.7,187.6,884.7,red
00575.jpg,757.6,1055.3,772.5,1083.6,green
00575.jpg,2033.8,1105.1,2049.1,1139.1,green
00575.jpg,1585.0,985.6,1593.6,1020.3,green
00575.jpg,1610.3,993.7,1634.8,1016.2,green
00576.jpg,1133.8,714.5,1248.4,772.7,red
00576.jpg,52.0,530.3,252.0,615.8,red
00576.jpg,60.0,1152.7,75.3,1162.0,red
00577.jpg,1168.3,1141.5,1180.2,1151.7,green
00578.jpg,1032.9,1077.0,1053.8,1123.3,green
00578.jpg,1283.6,1143.2,1295.8,1153.0,red
00579.jpg,1281.2,1133.0,1294.5,1143.7,red
00580.jpg,1464.3,1128.3,1477.4,1143.6,green
00580.jpg,1303.4,1088.1,1312.9,1106.4,green
00580.jpg,1287.7,1090.2,1302.5,1104.6,green
00580.jpg,1464.6,1110.6,1476.1,1128.2,green
00581.jpg,1539.0,1095.0,1553.1,1115.9,green
00581.jpg,1542.2,1119.3,1553.2,1137.8,green
00581.jpg,1273.4,1061.7,1284.5,1085.3,red
00581.jpg,1287.2,1063.6,1307.5,1082.6,green
00581.jpg,1310.6,1060.2,1321.1,1085.1,green
00582.jpg,1304.3,639.9,1345.0,747.3,red
00582.jpg,1372.5,656.3,1455.2,724.0,green
00582.jpg,1473.4,634.6,1516.3,737.9,green
00582.jpg,2557.1,875.7,2605.6,974.2,green
00582.jpg,2538.5,752.8,2598.7,857.7,green
00583.jpg,1727.2,674.8,1763.3,766.6,yellow
00583.jpg,1803.2,700.8,1865.2,751.3,red
00583.jpg,1967.2,682.4,2000.6,768.6,yellow
00584.jpg,1333.1,1040.6,1342.9,1067.8,green
00584.jpg,1409.7,1040.5,1420.6,1066.1,green
00585.jpg,431.3,1083.7,465.2,1152.0,red
00585.jpg,1778.4,1062.2,1812.0,1113.0,green
00585.jpg,1403.5,868.4,1424.4,924.8,green
00585.jpg,1571.6,865.5,1591.2,922.4,green
00586.jpg,1265.6,1157.4,1272.5,1165.0,green
00586.jpg,1453.2,1118.5,1456.1,1129.9,green
00586.jpg,1484.6,1120.3,1487.4,1130.7,green
00587.jpg,1016.9,943.4,1038.1,992.8,yellow
00587.jpg,1150.2,941.7,1169.1,990.0,yellow
00587.jpg,1508.0,936.1,1526.2,981.6,yellow
00588.jpg,1537.3,1052.2,1545.2,1075.3,green
00588.jpg,1597.4,1051.8,1602.2,1072.4,green
00588.jpg,1752.8,1045.2,1761.4,1067.3,green
00589.jpg,1895.7,1120.0,1902.8,1131.6,red
00590.jpg,1717.3,1079.4,1721.0,1095.7,red
00590.jpg,1770.0,1079.3,1776.5,1096.1,red
00591.jpg,1595.5,1068.5,1603.1,1087.2,red
00591.jpg,1655.4,1069.2,1662.0,1088.2,red
00591.jpg,1803.1,1065.9,1809.0,1086.3,red
00593.jpg,2295.3,1080.9,2305.7,1101.2,green
00593.jpg,1683.5,1024.9,1689.8,1048.3,red
00593.jpg,1760.4,1025.0,1768.6,1050.8,green
00593.jpg,1953.2,1022.5,1962.6,1047.0,green
00594.jpg,2317.2,1083.6,2327.8,1104.6,green
00594.jpg,1689.7,1028.0,1696.0,1051.4,red
00594.jpg,1767.5,1027.1,1775.7,1052.9,green
00594.jpg,1964.4,1026.0,1973.8,1050.5,green
00595.jpg,2317.2,1083.6,2327.8,1104.6,green
00595.jpg,1689.7,1028.0,1696.0,1051.4,red
00595.jpg,1767.5,1027.1,1775.7,1052.9,red
00595.jpg,1964.4,1026.0,1973.8,1050.5,red
00596.jpg,135.8,871.2,168.2,925.0,red
00596.jpg,302.8,896.7,337.2,951.8,red
00596.jpg,2355.9,962.6,2369.4,997.6,green
00596.jpg,2482.0,952.3,2497.5,996.1,red
00597.jpg,1177.5,914.7,1192.1,962.1,green
00598.jpg,1560.7,1126.1,1568.1,1143.5,green
00598.jpg,1287.5,1068.2,1295.8,1087.8,green
00598.jpg,1230.9,1067.3,1239.3,1086.6,green
00599.jpg,2257.3,478.1,2304.6,577.9,green
00599.jpg,1473.4,472.2,1515.2,588.7,green
00599.jpg,1116.6,469.5,1157.5,587.8,green
00601.jpg,1450.1,919.4,1479.8,985.9,red
00601.jpg,1453.1,781.8,1493.1,884.1,red
00601.jpg,953.1,580.1,1041.9,655.2,red
00601.jpg,873.4,550.5,911.4,668.1,red
00602.jpg,2287.4,822.1,2317.8,851.9,red
00602.jpg,2464.9,916.1,2491.9,965.8,red
00602.jpg,971.0,1030.0,984.2,1061.4,green
00602.jpg,967.9,1122.7,977.3,1143.2,green
00602.jpg,1529.1,1088.5,1538.5,1111.3,green
00602.jpg,1525.1,1051.4,1535.5,1080.1,green
00603.jpg,873.8,1047.9,886.7,1083.8,green
00603.jpg,872.4,1143.3,882.3,1167.7,green
00603.jpg,2407.4,857.8,2457.7,935.3,red
00603.jpg,2097.3,693.9,2129.6,733.6,red
00603.jpg,1437.7,1060.1,1450.1,1086.6,green
00603.jpg,1438.7,1099.5,1449.3,1121.2,green
00603.jpg,1284.9,1026.3,1308.4,1046.8,green
00603.jpg,1264.3,1024.9,1274.8,1054.8,green
00603.jpg,95.8,988.8,125.8,1018.7,red
00605.jpg,2511.2,811.4,2526.3,836.1,red
00605.jpg,1526.1,1088.1,1536.0,1112.6,red
00605.jpg,1519.7,1050.2,1533.4,1081.9,red
00605.jpg,1178.7,1011.0,1193.3,1042.4,red
00605.jpg,1154.4,1021.2,1177.0,1040.9,red
00606.jpg,2523.2,812.2,2538.3,840.5,red
00606.jpg,1529.0,1089.2,1538.9,1113.7,red
00606.jpg,1522.1,1052.2,1535.8,1083.9,red
00606.jpg,1155.5,1021.5,1178.1,1041.2,red
00607.jpg,2598.7,724.9,2677.3,851.3,red
00607.jpg,1546.7,1014.7,1561.4,1058.3,green
00607.jpg,1552.4,1067.3,1564.7,1098.6,green
00607.jpg,1097.5,971.7,1112.9,1011.5,green
00607.jpg,1060.8,980.6,1093.1,1006.6,green
00607.jpg,445.0,933.3,457.6,973.3,red
00608.jpg,1518.9,1158.9,1526.2,1169.2,red
00609.jpg,1197.6,925.0,1229.9,1026.2,red
00609.jpg,1452.3,1139.8,1461.6,1149.3,green
00610.jpg,681.5,1130.4,700.9,1162.0,green
00610.jpg,710.7,1082.6,729.5,1129.0,red
00610.jpg,593.8,960.5,623.6,990.8,red
00610.jpg,562.4,935.9,589.5,988.7,red
00610.jpg,1438.6,1040.6,1464.7,1117.4,green
00610.jpg,1438.6,1040.6,1464.7,1117.4,green
00610.jpg,1875.3,964.6,1897.3,1011.0,green
00610.jpg,1885.6,1046.4,1900.8,1077.5,green
00610.jpg,2447.2,936.3,2485.1,990.4,red
00610.jpg,2436.3,852.1,2471.2,926.9,red
00610.jpg,2219.3,761.1,2252.7,821.7,red
00611.jpg,1464.2,1015.9,1475.3,1046.2,green
00611.jpg,953.2,1126.5,965.2,1143.0,green
00611.jpg,585.6,1063.5,621.0,1118.0,red
00612.jpg,2295.2,707.4,2334.6,786.5,green
00612.jpg,971.2,1008.6,993.8,1066.3,red
00612.jpg,929.9,1004.9,955.0,1064.8,green
00612.jpg,972.3,902.1,1005.0,986.1,red
00613.jpg,1682.9,1095.9,1693.6,1116.9,red
00613.jpg,795.4,1008.7,809.8,1042.3,red
00614.jpg,1687.7,1101.2,1697.7,1121.9,red
00614.jpg,786.9,1014.1,802.3,1046.5,red
00615.jpg,786.9,1014.1,802.3,1046.5,red
00615.jpg,1687.7,1101.2,1697.7,1121.9,red
00616.jpg,786.9,1014.1,802.3,1046.5,red
00616.jpg,1687.7,1101.2,1697.7,1121.9,red
00617.jpg,786.9,1014.1,802.3,1046.5,red
00617.jpg,1687.7,1101.2,1697.7,1121.9,red
00618.jpg,786.9,1014.1,802.3,1046.5,red
00618.jpg,1687.7,1101.2,1697.7,1121.9,green
00619.jpg,2424.0,1033.3,2464.3,1066.5,red
00619.jpg,2416.9,968.2,2444.0,1025.5,red
00619.jpg,2159.1,1013.8,2178.1,1061.8,green
00619.jpg,1980.1,909.7,1999.6,956.7,green
00619.jpg,1921.3,925.4,1956.5,952.7,green
00619.jpg,1877.3,919.0,1896.5,964.8,green
00619.jpg,1252.3,964.4,1273.5,1024.0,green
00620.jpg,1242.1,963.9,1265.6,1028.9,green
00620.jpg,1877.5,919.4,1898.4,967.5,green
00620.jpg,1922.6,926.9,1958.4,953.8,green
00620.jpg,1981.7,909.9,2002.6,957.5,green
00620.jpg,2160.3,1015.7,2183.7,1063.5,green
00620.jpg,2425.7,966.6,2462.0,1027.3,red
00620.jpg,2432.5,1037.1,2474.9,1071.6,red
00621.jpg,1242.1,963.9,1265.6,1028.9,green
00621.jpg,1877.5,919.4,1898.4,967.5,green
00621.jpg,1922.6,926.9,1958.4,953.8,green
00621.jpg,1981.7,909.9,2002.6,957.5,green
00621.jpg,2160.3,1015.7,2183.7,1063.5,green
00621.jpg,2425.7,966.6,2462.0,1027.3,red
00621.jpg,2432.5,1037.1,2474.9,1071.6,red
00622.jpg,1242.1,963.9,1265.6,1028.9,green
00622.jpg,1877.5,919.4,1898.4,967.5,green
00622.jpg,1922.6,926.9,1958.4,953.8,green
00622.jpg,1981.7,909.9,2002.6,957.5,green
00622.jpg,2165.2,1048.0,2183.7,1063.5,green
00623.jpg,1242.1,963.9,1265.6,1028.9,green
00623.jpg,1877.5,919.4,1898.4,967.5,green
00623.jpg,1922.6,926.9,1958.4,953.8,green
00623.jpg,1981.7,909.9,2002.6,957.5,green
00623.jpg,2160.3,1015.7,2183.7,1063.5,green
00623.jpg,2425.7,966.6,2462.0,1027.3,red
00623.jpg,2433.7,1037.2,2476.1,1071.7,red
00624.jpg,1242.1,963.9,1265.6,1028.9,green
00624.jpg,1877.5,919.4,1898.4,967.5,green
00624.jpg,1922.6,926.9,1958.4,953.8,green
00624.jpg,1981.7,909.9,2002.6,957.5,green
00624.jpg,2160.3,1015.7,2183.7,1063.5,green
00624.jpg,2425.7,966.6,2462.0,1027.3,red
00624.jpg,2432.5,1037.1,2474.9,1071.6,red
00625.jpg,1087.8,921.2,1116.0,1003.2,red
00625.jpg,1839.2,887.8,1862.7,940.6,red
00625.jpg,1892.1,900.0,1927.9,926.9,red
00625.jpg,1956.7,877.3,1981.2,932.7,red
00625.jpg,2159.5,999.3,2185.0,1051.2,red
00625.jpg,2487.6,936.2,2529.8,1006.3,green
00625.jpg,2499.7,1016.4,2542.1,1050.9,green
00626.jpg,363.8,990.4,388.0,1028.6,green
00626.jpg,424.5,961.5,434.9,981.8,green
00626.jpg,918.4,1074.4,927.6,1084.6,red
00626.jpg,1184.1,989.1,1196.4,999.7,red
00626.jpg,1215.6,991.9,1235.4,999.6,red
00626.jpg,1258.3,988.1,1270.4,997.0,red
00627.jpg,424.5,961.5,434.9,981.8,green
00627.jpg,917.6,1079.8,927.8,1094.1,green
00627.jpg,1218.3,992.9,1226.5,999.9,green
00627.jpg,1227.6,991.5,1235.0,999.4,green
00628.jpg,424.5,961.5,434.9,981.8,green
00628.jpg,1185.1,985.4,1194.9,995.7,red
00628.jpg,1215.4,988.9,1236.0,1006.6,red
00628.jpg,1256.1,984.3,1269.0,995.2,red
00628.jpg,1335.1,984.6,1343.9,1006.6,red
00629.jpg,424.5,961.5,434.9,981.8,green
00629.jpg,1185.1,985.4,1194.9,995.7,red
00629.jpg,1215.4,988.9,1236.0,1006.6,red
00629.jpg,1256.1,984.3,1269.0,995.2,red
00629.jpg,1335.1,984.6,1343.9,1006.6,red
00630.jpg,131.0,911.7,161.3,965.8,green
00630.jpg,1342.5,1023.9,1359.0,1070.4,red
00630.jpg,1625.6,919.3,1644.1,971.1,red
00630.jpg,1891.6,1008.7,1908.1,1055.6,red
00630.jpg,1898.8,1065.3,1914.4,1096.9,red
00631.jpg,1300.8,985.5,1325.0,1046.8,red
00631.jpg,2053.1,1030.3,2074.4,1074.6,red
00631.jpg,2042.7,953.3,2068.5,1017.7,red
00631.jpg,1678.4,834.7,1706.9,904.7,red
00632.jpg,2056.1,1029.9,2076.7,1074.8,red
00632.jpg,2044.4,952.7,2069.8,1016.4,red
00632.jpg,1677.9,834.2,1707.6,905.5,red
00632.jpg,1300.6,984.5,1324.9,1043.3,red
00633.jpg,2056.1,1029.9,2076.7,1074.8,red
00633.jpg,2044.4,952.7,2069.8,1016.4,red
00633.jpg,1677.9,834.2,1707.6,905.5,red
00633.jpg,1300.6,984.5,1324.9,1043.3,red
00634.jpg,2056.1,1029.9,2076.7,1074.8,red
00634.jpg,2044.4,952.7,2069.8,1016.4,red
00634.jpg,1677.9,834.2,1707.6,905.5,red
00634.jpg,1300.6,984.5,1324.9,1043.3,red
00635.jpg,2549.9,829.4,2574.8,881.6,red
00636.jpg,1283.2,1030.0,1292.7,1055.1,yellow
00638.jpg,1244.5,557.2,1290.3,673.2,yellow
00639.jpg,256.6,1110.9,269.0,1132.6,red
00639.jpg,1519.4,1105.7,1528.8,1125.9,red
00639.jpg,1088.0,1082.3,1098.9,1110.3,red
00639.jpg,1085.5,1115.6,1096.1,1126.5,red
00640.jpg,2673.6,699.8,2704.0,767.7,green
00641.jpg,2603.4,965.5,2641.0,1016.2,green
00641.jpg,2581.2,886.0,2622.6,960.9,green
00641.jpg,2566.8,815.5,2604.5,883.3,green
00642.jpg,1355.9,1036.4,1366.1,1061.6,red
00644.jpg,2332.6,716.2,2402.7,861.6,green
00644.jpg,2303.4,508.5,2392.1,684.5,green
00644.jpg,1415.5,226.8,1560.7,358.0,green
00644.jpg,1309.1,188.1,1382.5,384.4,green
00645.jpg,749.3,1045.1,760.6,1052.9,red
00647.jpg,496.7,715.1,535.0,811.6,red
00647.jpg,1018.1,825.4,1042.9,844.7,red
00647.jpg,1025.8,776.1,1044.4,818.9,red
00647.jpg,1013.8,864.0,1025.5,888.3,green
00647.jpg,1834.4,713.5,1861.5,732.7,green
00647.jpg,1788.9,702.9,1803.0,742.1,green
00648.jpg,803.5,877.5,809.4,890.1,red
00648.jpg,1237.9,855.2,1244.2,872.3,red
00648.jpg,1125.5,810.7,1131.6,828.5,red
00650.jpg,129.7,859.7,159.5,909.6,green
00650.jpg,1307.6,683.0,1327.1,739.7,green
00650.jpg,1635.2,810.0,1651.8,862.8,green
00653.jpg,800.2,884.7,812.6,923.7,green
00653.jpg,535.7,737.3,551.0,781.9,green
00655.jpg,1178.9,843.5,1196.6,880.9,red
00655.jpg,1358.4,840.3,1370.9,872.3,red
00656.jpg,1410.4,766.2,1429.3,813.8,red
00656.jpg,1120.1,737.4,1146.5,802.2,red
00658.jpg,577.0,1002.3,591.9,1015.4,green
00658.jpg,1008.0,898.4,1019.1,924.1,green
00658.jpg,1054.5,900.4,1063.2,923.2,green
00659.jpg,1063.3,950.2,1072.9,970.1,red
00659.jpg,1143.0,945.2,1154.6,958.7,red
00659.jpg,1201.5,1005.0,1217.4,1029.8,red
00659.jpg,1201.5,1005.0,1217.4,1029.8,red
00661.jpg,1362.4,954.5,1379.6,1006.8,green
00661.jpg,1362.4,954.5,1379.6,1006.8,green
